Cell_id	Site01	Site02	Site03
step9_A/C_ds2q4kalqkri4b1byfoj_cell19	R-17	R-16	R-2
step9_Ery2_m5db6slty57jeyg5idqx_cell13	R-17	R-16	R-2
step9_MTr_dv2s451wzf8ww51y74bw_cell19	R-17	R-8	R-3
step9_MTr_dv2s451wzf8ww51y74bw_cell4	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell35	R-17	R-8	R-3
step9_Ery2_m5db6slty57jeyg5idqx_cell26	R-17	R-5	R-2
step9_Ery2_zw9lmt4zufshxoc82duc_cell15	R-17	R-5	R-2
step9_Foregut_64itb6yij735r7vqfut3_cell17	R-17	R-8	R-3
step9_SE_lxd8eign6rhgfldgoicm_cell5	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell10	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell47	R-17	R-8	R-3
step9_Node_kvpbk7oi2ydniesu7m28_cell19	R-17	R-8	R-15
step9_Ery2_m5db6slty57jeyg5idqx_cell23	R-17	R-8	R-15
step9_Foregut_64itb6yij735r7vqfut3_cell12	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell50	R-17	R-8	R-3
step9_MTr_61rwktv5g75j1vntxmrl_cell1	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell39	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell23	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell28	R-17	R-8	R-3
step9_PM_4wybcp8sjowpblyxkdaz_cell1	R-17	R-5	R-2
step9_NP_dzrp9nyadcq8fwudyxwz_cell1	R-17	R-5	R-2
step9_SE_lxd8eign6rhgfldgoicm_cell12	R-17	R-5	R-2
step9_LM_kuj17xxdn4jx763q5vei_cell3	R-17	R-5	R-2
step9_CMy_2ydwxvzgpsvtg3p4gs1m_cell1	R-17	R-5	0
step9_Ery2_zw9lmt4zufshxoc82duc_cell3	R-17	R-5	R-46
step9_MTr_44btmtxi46cfowc9syvd_cell1	R-17	R-8	R-18
step9_MTr_dv2s451wzf8ww51y74bw_cell8	R-17	R-8	R-18
step9_VE_dt1zyooaebih7jfyog3r_cell3	R-17	R-5	R-1
step9_VE_kewg3vf3pyzl626kck29_cell13	R-17	R-5	R-1
step9_ExEc_wsgftfkniik728dyrozi_cell5	R-17	R-8	R-3
step9_ExEc_28yb9pgez73wp6bfoxpp_cell17	R-17	R-8	R-3
step9_RM_truofavbwy8t6xfngi6p_cell3	R-17	R-16	R-2
step9_PM_kpdnxg85a5qombh983pv_cell19	R-17	R-8	R-3
step9_Al_yorklxqdhms66yfz43ce_cell1	R-17	R-8	R-3
step9_Al_z54k2mn1kspqdfxi1pdr_cell20	R-17	R-8	R-3
step9_PM_heu1eskvkgta3a4cns6m_cell13	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell20	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell37	R-17	R-5	R-29
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell32	R-17	R-5	R-29
step9_ExE_1ydq5j6hqtviq3szwye8_cell29	R-17	R-8	R-3
step9_ExE_nibp8ht25gt3rmx9o78s_cell31	R-17	R-8	R-3
step9_MTr_tox4gofgzxkyggtufbv7_cell1	R-17	R-8	R-60
step9_CMy_qvd1xogbwba9rj7uj5mk_cell52	R-17	R-5	R-2
step9_Al_c3aghy74jfkm44okergt_cell2	R-17	R-5	R-2
step9_ExEc_jmclxul2x6fcwgqiymyy_cell1	R-17	R-8	R-21
step9_ExEc_ee47pq1arpwcxmrb8dby_cell5	R-17	R-8	R-35
step9_LM_e9gka63dh53n7ztqvekc_cell10	R-17	R-5	R-39
step9_Foregut_64itb6yij735r7vqfut3_cell33	R-17	R-5	R-2
step9_Foregut_bnowzacs3e9lx8c7ierz_cell6	R-17	R-5	R-2
step9_Foregut_bnowzacs3e9lx8c7ierz_cell13	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell23	R-17	R-8	R-3
step9_NP_hit8gicey5zr7mbaajge_cell4	R-17	R-8	R-3
step9_MTr_dv2s451wzf8ww51y74bw_cell27	R-17	R-8	R-3
step9_MTr_44btmtxi46cfowc9syvd_cell35	R-17	R-8	R-3
step9_MTr_99bpipxlo89jvcp2vr46_cell2	R-17	R-8	R-3
step9_NP_hit8gicey5zr7mbaajge_cell37	R-17	R-5	R-2
step9_PM_kpdnxg85a5qombh983pv_cell13	R-17	R-5	R-2
step9_LM_e9gka63dh53n7ztqvekc_cell8	R-17	R-5	R-2
step9_Ery2_wkuorw7cjueod1jo39ov_cell8	R-17	R-5	R-2
step9_Ery2_zw9lmt4zufshxoc82duc_cell45	R-17	R-8	R-3
step9_Al_z54k2mn1kspqdfxi1pdr_cell6	R-17	R-8	R-3
step9_Al_yorklxqdhms66yfz43ce_cell38	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell4	R-17	R-8	R-3
step9_MTr_61rwktv5g75j1vntxmrl_cell8	R-17	R-8	R-15
step9_MTr_44btmtxi46cfowc9syvd_cell12	R-17	R-8	R-15
step9_Node_o8nez1z564u4bgkfoi8m_cell46	R-17	R-8	R-15
step9_A/C_ds2q4kalqkri4b1byfoj_cell55	R-17	R-8	R-15
step9_A/C_ds2q4kalqkri4b1byfoj_cell53	R-17	R-5	R-1
step9_PM_heu1eskvkgta3a4cns6m_cell1	R-17	R-5	R-5
step9_CMy_8cwhctqtitt969yivr3t_cell7	R-17	R-5	R-5
step9_RM_s7yljlsdcjgpltg9vsbz_cell55	R-17	R-5	R-39
step9_PM_kpdnxg85a5qombh983pv_cell12	R-17	R-8	R-3
step9_Ery2_zw9lmt4zufshxoc82duc_cell36	R-17	R-8	R-3
step9_Al_yorklxqdhms66yfz43ce_cell56	R-17	R-5	R-1
step9_PM_kpdnxg85a5qombh983pv_cell25	R-17	R-8	R-3
step9_LM_qercie7fjaw58haxrm3q_cell5	R-17	R-8	R-3
step9_MTr_61rwktv5g75j1vntxmrl_cell10	R-17	R-8	R-3
step9_MTr_44btmtxi46cfowc9syvd_cell30	R-17	R-8	R-3
step9_Node_o8nez1z564u4bgkfoi8m_cell50	R-17	R-5	R-39
step9_NP_hit8gicey5zr7mbaajge_cell34	R-17	R-5	R-39
step9_Foregut1_rdnqst4e2w61v2axtkq1_cell2	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell13	R-17	R-5	R-2
step9_SE_4px85t8ebc9pblit7nfo_cell14	R-17	R-5	R-2
step9_LM_ummziu8je45t8bwd1ssi_cell60	R-17	R-8	R-3
step9_SE_4px85t8ebc9pblit7nfo_cell24	R-17	R-5	R-5
step9_Ery2_zw9lmt4zufshxoc82duc_cell4	R-17	R-5	R-5
step9_SE_gj8xc1nruazati5qe6vo_cell1	R-17	R-5	R-5
step9_VE_kewg3vf3pyzl626kck29_cell15	R-17	R-8	R-3
step9_MTr_44btmtxi46cfowc9syvd_cell8	R-17	R-8	R-3
step9_MTr_99bpipxlo89jvcp2vr46_cell5	R-17	R-8	R-3
step9_NP_hit8gicey5zr7mbaajge_cell30	R-17	R-5	R-1
step9_Ery2_1qnmofnadh7s44dxph8l_cell7	R-17	R-5	R-1
step9_RM_s7yljlsdcjgpltg9vsbz_cell62	R-17	R-16	R-2
step9_Al_yorklxqdhms66yfz43ce_cell47	R-17	R-16	R-2
step9_NP_vlugemo4cu261xpcfn4j_cell41	R-17	R-8	R-3
step9_NP_vlugemo4cu261xpcfn4j_cell34	R-17	R-8	R-3
step9_NP_vlugemo4cu261xpcfn4j_cell27	R-17	R-16	R-2
step9_CMy_qvd1xogbwba9rj7uj5mk_cell47	R-17	R-8	R-3
step9_SE_v5mmlrrydnaeu4an64t7_cell2	R-17	R-8	R-15
step9_CMy_qvd1xogbwba9rj7uj5mk_cell22	R-17	R-8	R-15
step9_LM_ummziu8je45t8bwd1ssi_cell38	R-17	R-8	R-15
step9_LM_ummziu8je45t8bwd1ssi_cell6	R-17	R-8	R-15
step9_CMy_qvd1xogbwba9rj7uj5mk_cell19	R-17	R-8	R-15
step9_NP_16cyihvimym522jcuaby_cell9	R-17	R-8	R-3
step9_Ery2_zw9lmt4zufshxoc82duc_cell41	R-17	R-5	R-63
step9_CMy_qvd1xogbwba9rj7uj5mk_cell38	R-17	R-5	R-63
step9_A/C_ds2q4kalqkri4b1byfoj_cell13	R-17	R-8	R-3
step9_SE_lxd8eign6rhgfldgoicm_cell14	R-17	R-5	R-5
step9_Foregut_64itb6yij735r7vqfut3_cell60	R-17	R-5	R-5
step9_SE_4px85t8ebc9pblit7nfo_cell31	R-17	R-5	R-5
step9_SE_lxd8eign6rhgfldgoicm_cell8	R-17	R-5	R-5
step9_PM_kpdnxg85a5qombh983pv_cell5	R-17	R-8	R-3
step9_ExE_nibp8ht25gt3rmx9o78s_cell27	R-17	R-16	R-2
step9_ExE_nibp8ht25gt3rmx9o78s_cell40	R-17	R-16	R-2
step9_Foregut_64itb6yij735r7vqfut3_cell29	R-17	R-5	R-2
step9_Ery2_m5db6slty57jeyg5idqx_cell14	R-17	R-5	R-2
step9_Ery2_wkuorw7cjueod1jo39ov_cell7	R-17	R-5	R-1
step9_Al_yorklxqdhms66yfz43ce_cell29	R-17	R-5	R-1
step9_A/C_ds2q4kalqkri4b1byfoj_cell51	R-17	R-8	R-3
step9_PM_heu1eskvkgta3a4cns6m_cell3	R-17	R-8	R-3
step9_Node_kvpbk7oi2ydniesu7m28_cell25	R-17	R-8	R-15
step9_Al_yorklxqdhms66yfz43ce_cell3	R-17	R-8	R-15
step9_MTr_dv2s451wzf8ww51y74bw_cell17	R-17	R-8	R-3
step9_MTr_44btmtxi46cfowc9syvd_cell10	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell5	R-17	R-5	R-1
step9_LM_ummziu8je45t8bwd1ssi_cell26	R-17	R-5	R-1
step9_NP_hbtadfkyg2wtsu5zw2c1_cell2	R-17	R-8	R-3
step9_Al_yorklxqdhms66yfz43ce_cell59	R-17	R-8	R-3
step9_PM_heu1eskvkgta3a4cns6m_cell23	R-17	R-5	R-2
step9_SE_4px85t8ebc9pblit7nfo_cell12	R-17	R-8	R-15
step9_RM_s7yljlsdcjgpltg9vsbz_cell35	R-17	R-8	R-15
step9_RM_ngljngyvj19vgdk6edr3_cell1	R-17	R-8	R-3
step9_Al_yorklxqdhms66yfz43ce_cell34	R-17	R-8	R-3
step9_Ery2_m5db6slty57jeyg5idqx_cell6	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell26	R-17	R-8	R-3
step9_NP_hit8gicey5zr7mbaajge_cell6	R-17	R-8	R-15
step9_A/C_ds2q4kalqkri4b1byfoj_cell68	R-17	R-8	R-15
step9_Foregut_in3eekab4tbhus2h6sb6_cell1	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell72	R-17	R-8	R-3
step9_SE_4px85t8ebc9pblit7nfo_cell21	R-17	R-8	R-3
step9_Node_y3q3mfspxf7n5wsu718q_cell1	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell7	R-17	R-5	R-5
step9_MTr_dv2s451wzf8ww51y74bw_cell23	R-17	R-8	R-3
step9_MTr_44btmtxi46cfowc9syvd_cell23	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell43	R-17	R-5	R-5
step9_Al_xefv7zjdl2pnbugrjuin_cell1	R-17	R-5	R-5
step9_A/C_ds2q4kalqkri4b1byfoj_cell65	R-17	R-5	R-2
step9_Node_o8nez1z564u4bgkfoi8m_cell34	R-17	R-8	R-15
step9_NP_hit8gicey5zr7mbaajge_cell27	R-17	R-8	R-3
step9_PM_heu1eskvkgta3a4cns6m_cell15	R-17	R-8	R-3
step9_PM_99nc943c1ok3uux81tya_cell3	R-17	R-8	R-3
step9_NP_16cyihvimym522jcuaby_cell8	R-17	R-5	R-5
step9_Al_yorklxqdhms66yfz43ce_cell43	R-17	R-8	R-15
step9_A/C_s7smfc7q4yc2d7k161qt_cell13	R-17	R-8	R-15
step9_VE_iblms369zydmqt8amgrd_cell11	R-17	R-5	0
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell2	R-17	R-5	R-11
step9_RM_3k5sejp5h6nfn4wr6lzp_cell1	R-17	R-8	R-3
step9_RM_truofavbwy8t6xfngi6p_cell6	R-17	R-5	R-5
step9_PM_kpdnxg85a5qombh983pv_cell27	R-17	R-5	R-5
step9_MTr_61rwktv5g75j1vntxmrl_cell6	R-17	R-8	R-3
step9_Node_o8nez1z564u4bgkfoi8m_cell37	R-17	R-5	R-5
step9_SE_v5mmlrrydnaeu4an64t7_cell1	R-17	R-5	R-5
step9_Node_o8nez1z564u4bgkfoi8m_cell12	R-17	R-5	R-5
step9_Node_o8nez1z564u4bgkfoi8m_cell36	R-17	R-8	R-15
step9_CMy_qvd1xogbwba9rj7uj5mk_cell28	R-17	R-8	R-15
step9_Al_yorklxqdhms66yfz43ce_cell2	R-17	R-8	R-15
step9_NP_hit8gicey5zr7mbaajge_cell3	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell69	R-17	R-8	R-3
step9_VE_iblms369zydmqt8amgrd_cell22	R-17	R-5	R-39
step9_LM_qercie7fjaw58haxrm3q_cell12	R-17	R-5	R-1
step9_CMy_qvd1xogbwba9rj7uj5mk_cell56	R-17	R-8	R-3
step9_LM_e9gka63dh53n7ztqvekc_cell1	R-17	R-8	R-3
step9_VE_kewg3vf3pyzl626kck29_cell5	R-17	R-8	R-3
step9_VE_kewg3vf3pyzl626kck29_cell8	R-17	R-8	R-3
step9_Al_z54k2mn1kspqdfxi1pdr_cell7	R-17	R-8	R-3
step9_PM_4wybcp8sjowpblyxkdaz_cell4	R-17	R-5	R-1
step9_Al_z54k2mn1kspqdfxi1pdr_cell23	R-17	R-5	R-1
step9_Al_yorklxqdhms66yfz43ce_cell14	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell22	R-17	R-8	R-3
step9_Node_o8nez1z564u4bgkfoi8m_cell25	R-17	R-8	R-3
step9_SE_4px85t8ebc9pblit7nfo_cell15	R-17	R-8	R-3
step9_Foregut_bnowzacs3e9lx8c7ierz_cell12	R-17	R-8	R-15
step9_CMy_8cwhctqtitt969yivr3t_cell9	R-17	R-8	R-15
step9_LM_e9gka63dh53n7ztqvekc_cell2	R-17	R-5	R-2
step9_Al_yorklxqdhms66yfz43ce_cell52	R-17	R-5	R-2
step9_NP_vlugemo4cu261xpcfn4j_cell7	R-17	R-5	R-2
step9_CMy_qvd1xogbwba9rj7uj5mk_cell44	R-17	R-5	R-2
step9_RM_s7yljlsdcjgpltg9vsbz_cell52	R-17	R-5	R-2
step9_Node_o8nez1z564u4bgkfoi8m_cell43	R-17	R-8	R-15
step9_Node_kvpbk7oi2ydniesu7m28_cell26	R-17	R-5	R-2
step9_Node_o8nez1z564u4bgkfoi8m_cell21	R-17	R-5	R-2
step9_RM_s7yljlsdcjgpltg9vsbz_cell50	R-17	R-5	R-39
step9_RM_s7yljlsdcjgpltg9vsbz_cell66	R-17	R-5	R-39
step9_SE_yw3ew6vii1be2orhxeb8_cell12	R-17	R-8	R-15
step9_PM_kpdnxg85a5qombh983pv_cell52	R-17	R-5	R-2
step9_PM_heu1eskvkgta3a4cns6m_cell16	R-17	R-5	R-2
step9_Ery2_zw9lmt4zufshxoc82duc_cell38	R-17	R-8	R-15
step9_NP_16cyihvimym522jcuaby_cell10	R-17	R-8	R-15
step9_CMy_qvd1xogbwba9rj7uj5mk_cell40	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell63	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell19	R-17	R-8	R-15
step9_PM_heu1eskvkgta3a4cns6m_cell6	R-17	R-8	R-15
step9_RM_s7yljlsdcjgpltg9vsbz_cell67	R-17	R-5	R-2
step9_RM_s7yljlsdcjgpltg9vsbz_cell58	R-17	R-5	R-2
step9_RM_s7yljlsdcjgpltg9vsbz_cell13	R-17	R-16	R-2
step9_LM_ummziu8je45t8bwd1ssi_cell47	R-17	R-8	R-3
step9_Ery2_m5db6slty57jeyg5idqx_cell16	R-17	R-5	R-1
step9_ExE_1ydq5j6hqtviq3szwye8_cell13	R-17	R-5	R-39
step9_ExE_1ydq5j6hqtviq3szwye8_cell1	R-17	R-5	R-39
step9_ExE_nibp8ht25gt3rmx9o78s_cell36	R-17	R-5	R-14
step9_ExE_1ydq5j6hqtviq3szwye8_cell20	R-17	R-5	R-14
step9_CMy_qvd1xogbwba9rj7uj5mk_cell17	R-17	R-8	R-3
step9_SE_yw3ew6vii1be2orhxeb8_cell30	R-17	R-5	R-2
step9_Foregut_64itb6yij735r7vqfut3_cell45	R-17	R-5	R-2
step9_A/C_aqxukpwbp9bfzyy33zt9_cell5	R-17	R-16	R-2
step9_Ery2_m5db6slty57jeyg5idqx_cell2	R-17	R-8	R-15
step9_MTr_dv2s451wzf8ww51y74bw_cell18	R-17	R-8	R-3
step9_MTr_dv2s451wzf8ww51y74bw_cell10	R-17	R-8	R-3
step9_ExEc_wsgftfkniik728dyrozi_cell27	R-17	R-8	R-3
step9_ExEc_wsgftfkniik728dyrozi_cell24	R-17	R-8	R-3
step9_VE_iblms369zydmqt8amgrd_cell6	R-17	R-8	R-3
step9_VE_iblms369zydmqt8amgrd_cell23	R-17	R-8	R-3
step9_VE_iblms369zydmqt8amgrd_cell32	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell22	R-17	R-8	R-15
step9_CMy_qvd1xogbwba9rj7uj5mk_cell10	R-17	R-8	R-15
step9_CMy_qvd1xogbwba9rj7uj5mk_cell1	R-17	R-8	R-15
step9_Ery2_zw9lmt4zufshxoc82duc_cell17	R-17	R-8	R-3
step9_PM_9ez8rq951wxvh1jivk5i_cell1	R-17	R-8	R-3
step9_Al_z54k2mn1kspqdfxi1pdr_cell17	R-17	R-5	R-2
step9_RM_fp53fcwab8nflp6mj97o_cell4	R-17	R-5	R-2
step9_LM_qercie7fjaw58haxrm3q_cell9	R-17	R-16	R-2
step9_PM_4wybcp8sjowpblyxkdaz_cell5	R-17	R-8	R-15
step9_Ery2_m5db6slty57jeyg5idqx_cell21	R-17	R-8	R-15
step9_NP_vlugemo4cu261xpcfn4j_cell3	R-17	R-8	R-15
step9_A/C_aqxukpwbp9bfzyy33zt9_cell6	R-17	R-8	R-15
step9_Foregut_64itb6yij735r7vqfut3_cell11	R-17	R-8	R-15
step9_A/C_s7smfc7q4yc2d7k161qt_cell2	R-17	R-5	R-5
step9_Ery2_zw9lmt4zufshxoc82duc_cell8	R-17	R-5	R-5
step9_RM_s7yljlsdcjgpltg9vsbz_cell48	R-17	R-5	R-8
step9_Al_yorklxqdhms66yfz43ce_cell32	R-17	R-16	R-2
step9_NP_hit8gicey5zr7mbaajge_cell32	R-17	R-5	R-5
step9_Foregut_lhbxjqv3ixy35wujppe8_cell5	R-17	R-5	R-5
step9_PM_heu1eskvkgta3a4cns6m_cell14	R-17	R-8	R-3
step9_Al_yorklxqdhms66yfz43ce_cell23	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell31	R-17	R-8	R-3
step9_ExEc_wsgftfkniik728dyrozi_cell32	R-17	R-46	R-2
step9_ExEc_jmclxul2x6fcwgqiymyy_cell10	R-17	R-46	R-2
step9_Al_z54k2mn1kspqdfxi1pdr_cell5	R-17	R-8	R-15
step9_Ery2_zw9lmt4zufshxoc82duc_cell29	R-17	R-8	R-15
step9_NP_hit8gicey5zr7mbaajge_cell16	R-17	R-8	R-15
step9_NP_vlugemo4cu261xpcfn4j_cell11	R-17	R-8	R-15
step9_PM_heu1eskvkgta3a4cns6m_cell22	R-17	R-8	R-3
step9_Node_glls82spkfcbvh82h484_cell4	R-17	R-8	R-3
step9_Al_ca3u1cqkmyb53mbw6g99_cell1	R-17	R-5	R-2
step9_Al_yorklxqdhms66yfz43ce_cell45	R-17	R-5	R-2
step9_LM_qercie7fjaw58haxrm3q_cell14	R-17	R-5	R-39
step9_RM_s7yljlsdcjgpltg9vsbz_cell10	R-17	R-5	R-39
step9_RM_truofavbwy8t6xfngi6p_cell5	R-17	R-5	R-5
step9_A/C_px55avgxqz8ox8979x11_cell1	R-17	R-5	R-2
step9_NP_vlugemo4cu261xpcfn4j_cell30	R-17	R-5	R-2
step9_A/C_ds2q4kalqkri4b1byfoj_cell46	R-17	R-5	R-1
step9_Ery2_zw9lmt4zufshxoc82duc_cell46	R-17	R-5	R-1
step9_RM_truofavbwy8t6xfngi6p_cell2	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell15	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell39	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell4	R-17	R-8	R-3
step9_MTr_dv2s451wzf8ww51y74bw_cell1	R-17	R-8	R-3
step9_VE_dt1zyooaebih7jfyog3r_cell25	R-17	R-5	R-5
step9_Al_yorklxqdhms66yfz43ce_cell48	R-17	R-8	R-15
step9_RM_s7yljlsdcjgpltg9vsbz_cell24	R-17	R-8	R-15
step9_Ery2_zw9lmt4zufshxoc82duc_cell42	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell6	R-17	R-8	R-3
step9_Ery2_m5db6slty57jeyg5idqx_cell28	R-17	R-8	R-15
step9_LM_ummziu8je45t8bwd1ssi_cell27	R-17	R-8	R-15
step9_Ery2_zw9lmt4zufshxoc82duc_cell31	R-17	R-8	R-15
step9_PM_heu1eskvkgta3a4cns6m_cell8	R-17	R-8	R-15
step9_PM_heu1eskvkgta3a4cns6m_cell19	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell54	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell57	R-17	R-5	R-39
step9_NP_hit8gicey5zr7mbaajge_cell25	R-17	R-5	R-39
step9_Node_dk3enjs9kn1w6t6o65dl_cell1	R-17	R-5	R-2
step9_SE_yw3ew6vii1be2orhxeb8_cell15	R-17	R-8	R-3
step9_SE_yw3ew6vii1be2orhxeb8_cell3	R-17	R-8	R-3
step9_Node_o8nez1z564u4bgkfoi8m_cell20	R-17	R-5	R-5
step9_Node_bh314u99snu3vvkkjrzy_cell1	R-17	R-5	R-5
step9_LM_qercie7fjaw58haxrm3q_cell18	R-17	R-8	R-3
step9_SE_yw3ew6vii1be2orhxeb8_cell31	R-17	R-5	R-39
step9_NP_vlugemo4cu261xpcfn4j_cell13	R-17	R-5	R-39
step9_SE_yw3ew6vii1be2orhxeb8_cell24	R-17	R-5	R-1
step9_PM_kpdnxg85a5qombh983pv_cell22	R-17	R-5	R-1
step9_Node_kvpbk7oi2ydniesu7m28_cell27	R-17	R-8	R-3
step9_NP_vlugemo4cu261xpcfn4j_cell32	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell30	R-17	R-5	R-39
step9_LM_qercie7fjaw58haxrm3q_cell8	R-17	R-5	R-39
step9_SE_yw3ew6vii1be2orhxeb8_cell2	R-17	R-5	R-39
step9_MTr_44btmtxi46cfowc9syvd_cell7	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell46	R-17	R-5	R-1
step9_Node_bh314u99snu3vvkkjrzy_cell5	R-17	R-5	R-2
step9_Foregut_64itb6yij735r7vqfut3_cell16	R-17	R-5	R-63
step9_Node_o8nez1z564u4bgkfoi8m_cell5	R-17	R-5	R-63
step9_VE_dt1zyooaebih7jfyog3r_cell29	R-17	R-16	R-2
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell20	R-17	R-16	R-2
step9_SE_kdg3n78tbr8ibskgdk6c_cell2	R-17	R-5	R-1
step9_Foregut_64itb6yij735r7vqfut3_cell37	R-17	R-16	R-2
step9_LM_qercie7fjaw58haxrm3q_cell16	R-17	R-16	R-2
step9_Foregut_64itb6yij735r7vqfut3_cell18	R-17	R-5	R-63
step9_CMy_8cwhctqtitt969yivr3t_cell11	R-17	R-5	R-5
step9_ExEc_28yb9pgez73wp6bfoxpp_cell8	R-17	R-8	R-3
step9_ExEc_nqa6gebmx4zene4s3hco_cell1	R-17	R-8	R-3
step9_CMy_8cwhctqtitt969yivr3t_cell5	R-17	R-8	R-15
step9_NP_vlugemo4cu261xpcfn4j_cell18	R-17	R-8	R-15
step9_SE_yw3ew6vii1be2orhxeb8_cell23	R-17	R-8	R-3
step9_SE_kdg3n78tbr8ibskgdk6c_cell1	R-17	R-8	R-3
step9_Node_o8nez1z564u4bgkfoi8m_cell45	R-17	R-5	R-2
step9_PM_kpdnxg85a5qombh983pv_cell44	R-17	R-5	R-2
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell30	R-17	R-8	R-3
step9_VE_kewg3vf3pyzl626kck29_cell12	R-17	R-8	R-3
step9_MTr_44btmtxi46cfowc9syvd_cell21	R-17	R-11	R-2
step9_MTr_dv2s451wzf8ww51y74bw_cell20	R-17	R-11	R-2
step9_ExEc_28yb9pgez73wp6bfoxpp_cell12	R-17	R-8	R-3
step9_ExEc_wsgftfkniik728dyrozi_cell19	R-17	R-8	R-3
