Cell_id	Site01	Site02	Site03
step9_Node_o8nez1z564u4bgkfoi8m_cell15	R-17	R-8	R-3
step9_ExEc_nqa6gebmx4zene4s3hco_cell2	R-17	R-8	R-1
step9_ExEc_jmclxul2x6fcwgqiymyy_cell3	R-17	R-8	R-1
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell6	R-17	R-5	R-1
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell17	R-17	R-5	R-1
step9_CMy_qvd1xogbwba9rj7uj5mk_cell14	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell27	R-17	R-8	R-3
step9_Node_kvpbk7oi2ydniesu7m28_cell28	R-17	R-16	R-2
step9_ExE_nibp8ht25gt3rmx9o78s_cell28	R-17	R-5	R-88
step9_ExE_rqkz6gbod1o3uwlmucg1_cell3	R-17	R-5	R-88
step9_Foregut_64itb6yij735r7vqfut3_cell19	R-17	R-8	R-15
step9_Foregut_bnowzacs3e9lx8c7ierz_cell17	R-17	R-8	R-15
step9_Ery2_zw9lmt4zufshxoc82duc_cell50	R-17	R-8	R-3
step9_PM_kpdnxg85a5qombh983pv_cell45	R-17	R-8	R-3
step9_NP_hit8gicey5zr7mbaajge_cell28	R-17	R-8	R-15
step9_LM_qercie7fjaw58haxrm3q_cell1	R-17	R-8	R-15
step9_RM_s7yljlsdcjgpltg9vsbz_cell6	R-17	R-8	R-3
step9_CMy_xsauym6djbzyc1obdhi7_cell1	R-17	R-16	R-2
step9_Node_o8nez1z564u4bgkfoi8m_cell48	R-17	R-16	R-2
step9_VE_dt1zyooaebih7jfyog3r_cell9	R-17	R-5	R-39
step9_VE_kewg3vf3pyzl626kck29_cell9	R-17	R-5	R-39
step9_VE_p84e94ax4x7bjujxy7ue_cell2	R-17	R-5	R-39
step9_VE_iblms369zydmqt8amgrd_cell21	R-17	R-5	R-39
step9_LM_kuj17xxdn4jx763q5vei_cell5	R-17	R-8	R-3
step9_Node_kvpbk7oi2ydniesu7m28_cell11	R-17	R-8	R-15
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell12	R-17	R-5	0
step9_VE_iblms369zydmqt8amgrd_cell7	R-17	R-5	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell34	R-17	R-8	R-3
step9_CMy_2ydwxvzgpsvtg3p4gs1m_cell7	R-17	R-8	R-3
step9_SE_4px85t8ebc9pblit7nfo_cell8	R-17	R-5	R-2
step9_Foregut_64itb6yij735r7vqfut3_cell32	R-17	R-8	R-15
step9_PM_kpdnxg85a5qombh983pv_cell40	R-17	R-8	R-15
step9_A/C_aqxukpwbp9bfzyy33zt9_cell10	R-17	R-8	R-15
step9_CMy_8cwhctqtitt969yivr3t_cell3	R-17	R-8	R-15
step9_CMy_qvd1xogbwba9rj7uj5mk_cell53	R-17	R-8	R-3
step9_RM_szlhba4j5ye14p5frhqs_cell1	R-17	R-8	R-3
step9_Node_o8nez1z564u4bgkfoi8m_cell39	R-17	R-8	R-15
step9_A/C_ds2q4kalqkri4b1byfoj_cell11	R-17	R-8	R-15
step9_VE_dt1zyooaebih7jfyog3r_cell23	R-17	R-16	R-2
step9_VE_k4ufema8le74egqgofpb_cell3	R-17	R-16	R-2
step9_SE_yw3ew6vii1be2orhxeb8_cell1	R-17	R-5	R-5
step9_CMy_qvd1xogbwba9rj7uj5mk_cell70	R-17	R-5	0
step9_RM_s7yljlsdcjgpltg9vsbz_cell1	R-17	R-8	R-15
step9_SE_yw3ew6vii1be2orhxeb8_cell36	R-17	R-8	R-15
step9_Ery2_zw9lmt4zufshxoc82duc_cell27	R-17	R-8	R-15
step9_CMy_qvd1xogbwba9rj7uj5mk_cell64	R-17	R-8	R-15
step9_RM_s7yljlsdcjgpltg9vsbz_cell59	R-17	R-5	R-1
step9_NP_hit8gicey5zr7mbaajge_cell14	R-17	R-5	R-1
step9_Al_z54k2mn1kspqdfxi1pdr_cell21	R-17	R-5	R-39
step9_Foregut_64itb6yij735r7vqfut3_cell64	R-17	R-5	R-2
step9_RM_lzbkx581plse8iq6ldpb_cell5	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell39	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell4	R-17	R-5	R-5
step9_NP_hit8gicey5zr7mbaajge_cell33	R-17	R-5	R-5
step9_VE_iblms369zydmqt8amgrd_cell5	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell62	R-17	R-8	R-15
step9_RM_s7yljlsdcjgpltg9vsbz_cell33	R-17	R-8	R-15
step9_RM_fp53fcwab8nflp6mj97o_cell1	R-17	R-8	R-15
step9_Foregut_64itb6yij735r7vqfut3_cell63	R-17	R-8	R-15
step9_Ery2_wkuorw7cjueod1jo39ov_cell5	R-17	R-8	R-15
step9_Foregut_rz3p7spgsnvsbhe7ggkk_cell4	R-17	R-8	R-15
step9_Foregut_64itb6yij735r7vqfut3_cell15	R-17	R-8	R-3
step9_Al_yorklxqdhms66yfz43ce_cell9	R-17	R-8	R-3
step9_A/C_s7smfc7q4yc2d7k161qt_cell12	R-17	R-8	R-3
step9_PM_kpdnxg85a5qombh983pv_cell21	R-17	R-8	R-3
step9_NP_hit8gicey5zr7mbaajge_cell13	R-17	R-8	R-3
step9_Ery2_m5db6slty57jeyg5idqx_cell15	R-17	R-5	R-2
step9_Node_o8nez1z564u4bgkfoi8m_cell17	R-17	R-5	R-2
step9_SE_lxd8eign6rhgfldgoicm_cell7	R-17	R-8	R-3
step9_Al_z54k2mn1kspqdfxi1pdr_cell9	R-17	R-5	R-2
step9_Al_yorklxqdhms66yfz43ce_cell57	R-17	R-5	R-2
step9_MTr_61rwktv5g75j1vntxmrl_cell14	R-17	R-8	R-3
step9_MTr_44btmtxi46cfowc9syvd_cell16	R-17	R-8	R-3
step9_NP_6f42fo31k3ji3gznsnuz_cell3	R-17	R-5	R-6
step9_Foregut_64itb6yij735r7vqfut3_cell48	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell30	R-17	R-8	R-3
step9_SE_lxd8eign6rhgfldgoicm_cell11	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell58	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell9	R-17	R-8	R-15
step9_LM_ummziu8je45t8bwd1ssi_cell12	R-17	R-8	R-15
step9_PM_kpdnxg85a5qombh983pv_cell14	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell14	R-17	R-8	R-3
step9_Foregut_rz3p7spgsnvsbhe7ggkk_cell1	R-17	R-5	R-39
step9_LM_ummziu8je45t8bwd1ssi_cell61	R-17	R-5	R-39
step9_NP_vlugemo4cu261xpcfn4j_cell14	R-17	R-8	R-3
step9_SE_lxd8eign6rhgfldgoicm_cell2	R-17	R-8	R-3
step9_VE_iblms369zydmqt8amgrd_cell17	R-17	R-5	R-39
step9_VE_dt1zyooaebih7jfyog3r_cell35	R-17	R-5	R-39
step9_NP_vlugemo4cu261xpcfn4j_cell37	R-17	R-5	R-2
step9_NP_vlugemo4cu261xpcfn4j_cell20	R-17	R-5	R-2
step9_NP_vlugemo4cu261xpcfn4j_cell1	R-17	R-8	R-3
step9_LM_s8penx2yyt197bng8mim_cell1	R-17	R-8	R-3
step9_Ery2_1qnmofnadh7s44dxph8l_cell4	R-17	R-8	R-3
step9_CMy_wf7lh66x4fueum4sqwgc_cell1	R-17	R-8	R-15
step9_MTr_44btmtxi46cfowc9syvd_cell14	R-17	R-8	R-60
step9_MTr_dv2s451wzf8ww51y74bw_cell29	R-17	R-8	R-60
step9_VE_iblms369zydmqt8amgrd_cell24	R-17	R-5	R-2
step9_CMy_qvd1xogbwba9rj7uj5mk_cell12	R-17	R-8	R-15
step9_Foregut_bnowzacs3e9lx8c7ierz_cell5	R-17	R-8	R-15
step9_Al_ca3u1cqkmyb53mbw6g99_cell2	R-17	R-5	R-5
step9_NP_vlugemo4cu261xpcfn4j_cell33	R-17	R-5	R-2
step9_Foregut_64itb6yij735r7vqfut3_cell47	R-17	R-5	R-2
step9_SE_yw3ew6vii1be2orhxeb8_cell4	R-17	R-8	R-15
step9_RM_s7yljlsdcjgpltg9vsbz_cell29	R-17	R-16	R-2
step9_Al_yorklxqdhms66yfz43ce_cell50	R-17	R-5	R-5
step9_A/C_ds2q4kalqkri4b1byfoj_cell14	R-17	R-5	R-5
step9_Ery2_zw9lmt4zufshxoc82duc_cell23	R-17	R-16	R-2
step9_LM_ummziu8je45t8bwd1ssi_cell9	R-17	R-16	R-2
step9_Al_z54k2mn1kspqdfxi1pdr_cell12	R-17	R-8	R-15
step9_NP_16cyihvimym522jcuaby_cell5	R-17	R-8	R-15
step9_PM_kpdnxg85a5qombh983pv_cell23	R-17	R-8	R-3
step9_Ery2_m5db6slty57jeyg5idqx_cell1	R-17	R-8	R-3
step9_VE_dt1zyooaebih7jfyog3r_cell32	R-17	R-16	R-2
step9_VE_i6npw3bak618i1y16f5d_cell1	R-17	R-16	R-2
step9_MTr_44btmtxi46cfowc9syvd_cell37	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell21	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell36	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell47	R-17	R-5	R-5
step9_RM_fp53fcwab8nflp6mj97o_cell5	R-17	R-5	R-5
step9_VE_iblms369zydmqt8amgrd_cell25	R-17	R-5	R-39
step9_CMy_qvd1xogbwba9rj7uj5mk_cell16	R-17	R-8	R-3
step9_SE_yw3ew6vii1be2orhxeb8_cell5	R-17	R-8	R-3
step9_Ery2_zw9lmt4zufshxoc82duc_cell51	R-17	R-5	R-39
step9_A/C_ds2q4kalqkri4b1byfoj_cell34	R-17	R-5	R-39
step9_Node_5tdrrpvvp4xgwpzi9614_cell2	R-17	R-8	R-3
step9_MTr_44btmtxi46cfowc9syvd_cell11	R-17	R-8	R-3
step9_RM_lzbkx581plse8iq6ldpb_cell4	R-17	R-8	R-15
step9_SE_yw3ew6vii1be2orhxeb8_cell22	R-17	R-8	R-15
step9_Foregut_64itb6yij735r7vqfut3_cell61	R-17	R-16	R-2
step9_LM_ummziu8je45t8bwd1ssi_cell34	R-17	R-8	R-15
step9_NP_vlugemo4cu261xpcfn4j_cell35	R-17	R-8	R-15
step9_CMy_qvd1xogbwba9rj7uj5mk_cell7	R-17	R-8	R-3
step9_Ery2_zw9lmt4zufshxoc82duc_cell6	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell9	R-17	R-16	R-2
step9_CMy_qvd1xogbwba9rj7uj5mk_cell32	R-17	R-16	R-2
step9_Foregut_64itb6yij735r7vqfut3_cell55	R-17	R-8	R-3
step9_NP_hit8gicey5zr7mbaajge_cell26	R-17	R-8	R-15
step9_Ery2_zw9lmt4zufshxoc82duc_cell9	R-17	R-8	R-15
step9_A/C_s7smfc7q4yc2d7k161qt_cell10	R-17	R-8	R-3
step9_SE_yw3ew6vii1be2orhxeb8_cell18	R-17	R-5	R-2
step9_Node_kvpbk7oi2ydniesu7m28_cell14	R-17	R-5	R-2
step9_CMy_qvd1xogbwba9rj7uj5mk_cell15	R-17	R-5	R-5
step9_Al_z54k2mn1kspqdfxi1pdr_cell13	R-17	R-5	R-5
step9_A/C_ds2q4kalqkri4b1byfoj_cell57	R-17	R-8	R-3
step9_Node_kvpbk7oi2ydniesu7m28_cell13	R-17	R-8	R-3
step9_SE_lxd8eign6rhgfldgoicm_cell1	R-17	R-5	R-5
step9_Al_yorklxqdhms66yfz43ce_cell17	R-17	R-5	R-5
step9_NP_hit8gicey5zr7mbaajge_cell38	R-17	R-5	R-5
step9_PM_kpdnxg85a5qombh983pv_cell9	R-17	R-16	R-2
step9_A/C_ds2q4kalqkri4b1byfoj_cell61	R-17	R-16	R-2
step9_RM_s7yljlsdcjgpltg9vsbz_cell41	R-17	R-8	R-3
step9_Node_bh314u99snu3vvkkjrzy_cell4	R-17	R-8	R-3
step9_Al_yorklxqdhms66yfz43ce_cell31	R-17	R-5	R-2
step9_CMy_qvd1xogbwba9rj7uj5mk_cell55	R-17	R-5	R-2
step9_CMy_qvd1xogbwba9rj7uj5mk_cell43	R-17	R-16	R-2
step9_SE_lxd8eign6rhgfldgoicm_cell10	R-17	R-16	R-2
step9_Ery2_zw9lmt4zufshxoc82duc_cell5	R-17	R-5	R-2
step9_Ery2_m5db6slty57jeyg5idqx_cell31	R-17	R-5	R-2
step9_Node_kvpbk7oi2ydniesu7m28_cell6	R-17	R-8	R-15
step9_Al_yorklxqdhms66yfz43ce_cell19	R-17	R-8	R-3
step9_NP_hit8gicey5zr7mbaajge_cell35	R-17	R-8	R-3
step9_Node_o8nez1z564u4bgkfoi8m_cell28	R-17	R-8	R-3
step9_Node_kvpbk7oi2ydniesu7m28_cell24	R-17	R-8	R-3
step9_Ery2_zw9lmt4zufshxoc82duc_cell53	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell36	R-17	R-8	R-3
step9_PM_kpdnxg85a5qombh983pv_cell15	R-17	R-5	R-2
step9_Node_o8nez1z564u4bgkfoi8m_cell32	R-17	R-5	R-2
step9_MTr_qmoui5muxz21tlr23otg_cell1	R-17	R-2	R-2
step9_MTr_dv2s451wzf8ww51y74bw_cell13	R-17	R-2	R-2
step9_A/C_ds2q4kalqkri4b1byfoj_cell10	R-17	R-8	R-15
step9_Node_kvpbk7oi2ydniesu7m28_cell1	R-17	R-8	R-15
step9_Al_ca3u1cqkmyb53mbw6g99_cell3	R-17	R-8	R-15
step9_A/C_ds2q4kalqkri4b1byfoj_cell21	R-17	R-8	R-15
step9_PM_kpdnxg85a5qombh983pv_cell49	R-17	R-5	R-5
step9_PM_heu1eskvkgta3a4cns6m_cell7	R-17	R-5	R-5
step9_Al_yorklxqdhms66yfz43ce_cell60	R-17	R-5	R-1
step9_Ery2_1qnmofnadh7s44dxph8l_cell1	R-17	R-5	R-1
step9_PM_4wybcp8sjowpblyxkdaz_cell10	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell20	R-17	R-8	R-3
step9_NP_vlugemo4cu261xpcfn4j_cell38	R-17	R-5	R-2
step9_Node_o8nez1z564u4bgkfoi8m_cell3	R-17	R-5	R-2
step9_CMy_qvd1xogbwba9rj7uj5mk_cell42	R-17	R-8	R-15
step9_CMy_2ydwxvzgpsvtg3p4gs1m_cell4	R-17	R-8	R-15
step9_MTr_dv2s451wzf8ww51y74bw_cell12	R-17	R-8	R-3
step9_MTr_dv2s451wzf8ww51y74bw_cell9	R-17	R-8	R-3
step9_ExE_nibp8ht25gt3rmx9o78s_cell37	R-17	R-5	R-5
step9_ExE_nibp8ht25gt3rmx9o78s_cell7	R-17	R-5	R-5
step9_PM_kpdnxg85a5qombh983pv_cell33	R-17	R-8	R-3
step9_PM_kpdnxg85a5qombh983pv_cell20	R-17	R-8	R-3
step9_NP_hit8gicey5zr7mbaajge_cell17	R-17	R-5	R-2
step9_RM_s7yljlsdcjgpltg9vsbz_cell3	R-17	R-5	R-2
step9_Al_yorklxqdhms66yfz43ce_cell30	R-17	R-8	R-15
step9_Foregut_bnowzacs3e9lx8c7ierz_cell8	R-17	R-8	R-15
step9_ExEc_28yb9pgez73wp6bfoxpp_cell16	R-17	R-8	R-3
step9_ExEc_395sj8rhhjgcbgiphgxr_cell1	R-17	R-8	R-3
step9_Ery2_zw9lmt4zufshxoc82duc_cell18	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell33	R-17	R-5	R-27
step9_MTr_tdg6knmclo92cua8lq8b_cell1	R-17	R-8	R-3
step9_MTr_tdg6knmclo92cua8lq8b_cell2	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell62	R-17	R-8	R-15
step9_Foregut_64itb6yij735r7vqfut3_cell30	R-17	R-8	R-15
step9_ExEc_wsgftfkniik728dyrozi_cell20	R-17	R-8	R-22
step9_ExEc_wsgftfkniik728dyrozi_cell18	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell25	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell35	R-17	R-8	R-3
step9_Foregut1_vdqe4sttl8x4tibsrkan_cell38	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell31	R-17	R-8	R-3
step9_Al_z54k2mn1kspqdfxi1pdr_cell4	R-17	R-5	R-39
step9_ExE_dt43yh3gij1w2up49fpj_cell8	R-17	R-5	R-39
step9_ExE_1ydq5j6hqtviq3szwye8_cell16	R-17	R-5	R-39
step9_Ery2_m5db6slty57jeyg5idqx_cell7	R-17	R-8	R-3
step9_PM_kpdnxg85a5qombh983pv_cell42	R-17	R-8	R-3
step9_MTr_44btmtxi46cfowc9syvd_cell9	R-17	R-8	R-11
step9_MTr_61rwktv5g75j1vntxmrl_cell7	R-17	R-8	R-11
step9_PM_kpdnxg85a5qombh983pv_cell10	R-17	R-8	R-15
step9_A/C_ds2q4kalqkri4b1byfoj_cell48	R-17	R-8	R-15
step9_ExE_dt43yh3gij1w2up49fpj_cell1	R-17	R-8	R-3
step9_ExE_1ydq5j6hqtviq3szwye8_cell10	R-17	R-8	R-3
step9_NP_hit8gicey5zr7mbaajge_cell20	R-17	R-5	R-1
step9_Node_kvpbk7oi2ydniesu7m28_cell5	R-17	R-5	R-1
step9_NP_vlugemo4cu261xpcfn4j_cell26	R-17	R-16	R-2
step9_SE_yw3ew6vii1be2orhxeb8_cell19	R-17	R-16	R-2
step9_Ery2_zw9lmt4zufshxoc82duc_cell43	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell57	R-17	R-8	R-3
step9_LM_qercie7fjaw58haxrm3q_cell6	R-17	R-5	R-2
step9_A/C_bk23hxe4fsv49ymr63ci_cell1	R-17	R-5	R-2
step9_LM_kuj17xxdn4jx763q5vei_cell6	R-17	R-8	R-15
step9_Foregut_bnowzacs3e9lx8c7ierz_cell9	R-17	R-8	R-15
step9_A/C_ds2q4kalqkri4b1byfoj_cell16	R-17	R-5	R-63
step9_RM_s7yljlsdcjgpltg9vsbz_cell46	R-17	R-5	R-63
step9_CMy_qvd1xogbwba9rj7uj5mk_cell65	R-17	R-5	R-5
step9_LM_e9gka63dh53n7ztqvekc_cell5	R-17	R-5	R-5
step9_SE_yw3ew6vii1be2orhxeb8_cell11	R-17	R-5	R-5
step9_Al_yorklxqdhms66yfz43ce_cell63	R-17	R-5	R-5
step9_NP_hit8gicey5zr7mbaajge_cell31	R-17	R-5	R-1
step9_CMy_qvd1xogbwba9rj7uj5mk_cell66	R-17	R-5	R-1
step9_Foregut_64itb6yij735r7vqfut3_cell8	R-17	R-5	R-5
step9_Ery2_m5db6slty57jeyg5idqx_cell17	R-17	R-5	R-5
step9_CMy_qvd1xogbwba9rj7uj5mk_cell2	R-17	R-5	R-39
step9_PM_heu1eskvkgta3a4cns6m_cell9	R-17	R-5	R-39
step9_SE_yw3ew6vii1be2orhxeb8_cell6	R-17	R-8	R-3
step9_RM_truofavbwy8t6xfngi6p_cell4	R-17	R-8	R-3
step9_Al_yorklxqdhms66yfz43ce_cell54	R-17	R-8	R-3
step9_NP_hit8gicey5zr7mbaajge_cell21	R-17	R-8	R-15
step9_NP_hit8gicey5zr7mbaajge_cell1	R-17	R-8	R-15
step9_Ery2_m5db6slty57jeyg5idqx_cell24	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell64	R-17	R-8	R-3
step9_Ery2_zw9lmt4zufshxoc82duc_cell35	R-17	R-16	R-2
step9_RM_lzbkx581plse8iq6ldpb_cell2	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell36	R-17	R-5	R-39
step9_Al_yorklxqdhms66yfz43ce_cell24	R-17	R-5	R-39
step9_MTr_44btmtxi46cfowc9syvd_cell28	R-17	R-8	R-60
step9_MTr_44btmtxi46cfowc9syvd_cell5	R-17	R-8	R-60
step9_Node_lgbibtzyf5dstn6amss5_cell1	R-17	R-8	R-15
step9_SE_yw3ew6vii1be2orhxeb8_cell21	R-17	R-8	R-15
step9_Al_yorklxqdhms66yfz43ce_cell5	R-17	R-5	R-5
step9_RM_fp53fcwab8nflp6mj97o_cell2	R-17	R-5	R-5
step9_NP_vlugemo4cu261xpcfn4j_cell16	R-17	R-5	R-5
step9_Al_z54k2mn1kspqdfxi1pdr_cell11	R-17	R-5	R-5
step9_RM_s7yljlsdcjgpltg9vsbz_cell51	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell8	R-17	R-8	R-3
step9_A/C_s7smfc7q4yc2d7k161qt_cell11	R-17	R-8	R-3
step9_SE_yw3ew6vii1be2orhxeb8_cell16	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell1	R-17	R-16	R-2
step9_Node_o8nez1z564u4bgkfoi8m_cell38	R-17	R-8	R-3
step9_NP_hit8gicey5zr7mbaajge_cell15	R-17	R-8	R-3
step9_ExEc_wsgftfkniik728dyrozi_cell16	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell57	R-17	R-5	R-5
step9_Ery2_zw9lmt4zufshxoc82duc_cell48	R-17	R-5	R-5
step9_PM_kpdnxg85a5qombh983pv_cell50	R-17	R-8	R-15
step9_PM_heu1eskvkgta3a4cns6m_cell11	R-17	R-8	R-15
step9_ExE_nibp8ht25gt3rmx9o78s_cell19	R-17	R-8	R-3
step9_ExE_1ydq5j6hqtviq3szwye8_cell35	R-17	R-8	R-3
step9_SE_lxd8eign6rhgfldgoicm_cell6	R-17	R-5	R-5
step9_RM_lzbkx581plse8iq6ldpb_cell10	R-17	R-5	R-5
step9_SE_4px85t8ebc9pblit7nfo_cell27	R-17	R-8	R-15
step9_SE_4fucqez9g6jv8gns94d7_cell1	R-17	R-8	R-15
step9_LM_ummziu8je45t8bwd1ssi_cell44	R-17	R-8	R-3
step9_Ery2_zw9lmt4zufshxoc82duc_cell30	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell27	R-17	R-5	R-2
step9_Ery2_mfn5jvp7o4m6g9c5qfgj_cell1	R-17	R-5	R-2
step9_SE_yw3ew6vii1be2orhxeb8_cell25	R-17	R-5	R-5
step9_Node_o8nez1z564u4bgkfoi8m_cell47	R-17	R-5	R-5
step9_Ery2_1qnmofnadh7s44dxph8l_cell2	R-17	R-8	R-3
step9_Al_z54k2mn1kspqdfxi1pdr_cell19	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell57	R-17	R-8	R-3
step9_SE_lxd8eign6rhgfldgoicm_cell13	R-17	R-8	R-3
step9_PM_kpdnxg85a5qombh983pv_cell46	R-17	R-8	R-3
step9_Al_yorklxqdhms66yfz43ce_cell67	R-17	R-8	R-3
step9_Ery2_zw9lmt4zufshxoc82duc_cell22	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell16	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell38	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell50	R-17	R-8	R-3
step9_VE_dt1zyooaebih7jfyog3r_cell24	R-17	R-8	R-3
step9_Foregut1_9gaulrk46n65yqmvzw8y_cell29	R-17	R-8	R-3
step9_Foregut_64itb6yij735r7vqfut3_cell62	R-17	R-8	R-15
step9_LM_ummziu8je45t8bwd1ssi_cell24	R-17	R-8	R-15
step9_NP_vlugemo4cu261xpcfn4j_cell6	R-17	R-8	R-3
step9_SE_yw3ew6vii1be2orhxeb8_cell40	R-17	R-8	R-3
step9_LM_ummziu8je45t8bwd1ssi_cell3	R-17	R-8	R-3
step9_RM_s7yljlsdcjgpltg9vsbz_cell11	R-17	R-8	R-3
step9_Ery2_m5db6slty57jeyg5idqx_cell25	R-17	R-8	R-3
step9_Node_o8nez1z564u4bgkfoi8m_cell42	R-17	R-8	R-3
step9_ExE_nibp8ht25gt3rmx9o78s_cell35	R-17	R-5	R-39
step9_ExE_dt43yh3gij1w2up49fpj_cell11	R-17	R-5	R-39
step9_VE_kewg3vf3pyzl626kck29_cell3	R-17	R-8	R-3
step9_VE_kewg3vf3pyzl626kck29_cell7	R-17	R-8	R-3
step9_ExEc_wsgftfkniik728dyrozi_cell3	R-17	R-8	R-17
step9_ExEc_os9ehd1zh2z9fdsjln4g_cell3	R-17	R-8	R-7
step9_ExE_nibp8ht25gt3rmx9o78s_cell6	R-17	R-5	R-39
step9_ExE_nibp8ht25gt3rmx9o78s_cell20	R-17	R-5	R-39
step9_Node_o8nez1z564u4bgkfoi8m_cell26	R-17	R-8	R-15
step9_SE_4px85t8ebc9pblit7nfo_cell28	R-17	R-8	R-15
step9_Foregut_64itb6yij735r7vqfut3_cell59	R-17	R-8	R-3
step9_A/C_ds2q4kalqkri4b1byfoj_cell58	R-17	R-8	R-3
step9_PM_kpdnxg85a5qombh983pv_cell43	R-17	R-5	R-7
step9_PM_heu1eskvkgta3a4cns6m_cell24	R-17	R-5	R-4
step9_Node_kvpbk7oi2ydniesu7m28_cell31	R-17	R-8	R-3
step9_CMy_qvd1xogbwba9rj7uj5mk_cell74	R-17	R-8	R-15
step9_A/C_ds2q4kalqkri4b1byfoj_cell31	R-17	R-8	R-15
step9_LM_ummziu8je45t8bwd1ssi_cell1	R-17	R-8	R-3
